venue,full_date,match_start_time_estimated,segment_start_time_estimated,gender,batting_team,bowling_team,over_range,total_runs,latitude,longitude,temperature_C,humidity_%,wind_speed_kmh,precip_mm,pressure_hPa
Lord's,2010-07-03,10:00,12:15,male,England,Australia,31-40,65,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2010-07-03,10:00,13:00,male,England,Australia,41-50,42,51.5289277,-0.1715767,NA,NA,NA,NA,NA
"McLean Park, Napier",2025-03-29,10:00,10:00,male,New Zealand,Pakistan,1-10,36,,,NA,NA,NA,NA,NA
"McLean Park, Napier",2025-03-29,10:00,10:45,male,New Zealand,Pakistan,11-20,39,,,NA,NA,NA,NA,NA
"McLean Park, Napier",2025-03-29,10:00,11:30,male,New Zealand,Pakistan,21-30,81,,,NA,NA,NA,NA,NA
"McLean Park, Napier",2025-03-29,10:00,12:15,male,New Zealand,Pakistan,31-40,76,,,NA,NA,NA,NA,NA
"McLean Park, Napier",2025-03-29,10:00,13:00,male,New Zealand,Pakistan,41-50,112,,,NA,NA,NA,NA,NA
"McLean Park, Napier",2025-03-29,10:00,10:00,male,Pakistan,New Zealand,1-10,64,,,NA,NA,NA,NA,NA
"McLean Park, Napier",2025-03-29,10:00,10:45,male,Pakistan,New Zealand,11-20,41,,,NA,NA,NA,NA,NA
"McLean Park, Napier",2025-03-29,10:00,11:30,male,Pakistan,New Zealand,21-30,63,,,NA,NA,NA,NA,NA
"McLean Park, Napier",2025-03-29,10:00,12:15,male,Pakistan,New Zealand,31-40,85,,,NA,NA,NA,NA,NA
"McLean Park, Napier",2025-03-29,10:00,13:00,male,Pakistan,New Zealand,41-50,18,,,NA,NA,NA,NA,NA
"Kensington Oval, Bridgetown, Barbados",2021-07-20,10:00,10:00,male,Australia,West Indies,1-10,50,13.105317,-59.6225631,NA,NA,NA,NA,NA
"Kensington Oval, Bridgetown, Barbados",2021-07-20,10:00,10:45,male,Australia,West Indies,11-20,47,13.105317,-59.6225631,NA,NA,NA,NA,NA
"Kensington Oval, Bridgetown, Barbados",2021-07-20,10:00,11:30,male,Australia,West Indies,21-30,43,13.105317,-59.6225631,NA,NA,NA,NA,NA
"Kensington Oval, Bridgetown, Barbados",2021-07-20,10:00,12:15,male,Australia,West Indies,31-40,47,13.105317,-59.6225631,NA,NA,NA,NA,NA
"Kensington Oval, Bridgetown, Barbados",2021-07-20,10:00,13:00,male,Australia,West Indies,41-50,65,13.105317,-59.6225631,NA,NA,NA,NA,NA
"Kensington Oval, Bridgetown, Barbados",2021-07-20,10:00,10:00,male,West Indies,Australia,1-10,35,13.105317,-59.6225631,NA,NA,NA,NA,NA
"Kensington Oval, Bridgetown, Barbados",2021-07-20,10:00,10:45,male,West Indies,Australia,11-20,61,13.105317,-59.6225631,NA,NA,NA,NA,NA
"Kensington Oval, Bridgetown, Barbados",2021-07-20,10:00,11:30,male,West Indies,Australia,21-30,27,13.105317,-59.6225631,NA,NA,NA,NA,NA
Sydney Cricket Ground,2022-11-19,10:00,10:00,male,Australia,England,1-10,53,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2022-11-19,10:00,10:45,male,Australia,England,11-20,49,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2022-11-19,10:00,11:30,male,Australia,England,21-30,62,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2022-11-19,10:00,12:15,male,Australia,England,31-40,40,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2022-11-19,10:00,13:00,male,Australia,England,41-50,76,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2022-11-19,10:00,10:00,male,England,Australia,1-10,45,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2022-11-19,10:00,10:45,male,England,Australia,11-20,59,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2022-11-19,10:00,11:30,male,England,Australia,21-30,65,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2022-11-19,10:00,12:15,male,England,Australia,31-40,39,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Trent Bridge,2016-08-30,10:00,10:00,male,England,Pakistan,1-10,64,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2016-08-30,10:00,10:45,male,England,Pakistan,11-20,59,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2016-08-30,10:00,11:30,male,England,Pakistan,21-30,81,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2016-08-30,10:00,12:15,male,England,Pakistan,31-40,105,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2016-08-30,10:00,13:00,male,England,Pakistan,41-50,135,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2016-08-30,10:00,10:00,male,Pakistan,England,1-10,83,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2016-08-30,10:00,10:45,male,Pakistan,England,11-20,40,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2016-08-30,10:00,11:30,male,Pakistan,England,21-30,51,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2016-08-30,10:00,12:15,male,Pakistan,England,31-40,67,52.9383953,-1.1363847,NA,NA,NA,NA,NA
Trent Bridge,2016-08-30,10:00,13:00,male,Pakistan,England,41-50,34,52.9383953,-1.1363847,NA,NA,NA,NA,NA
"Takashinga Sports Club, Highfield, Harare",2023-06-26,10:00,10:00,male,West Indies,Netherlands,1-10,61,,,NA,NA,NA,NA,NA
"Takashinga Sports Club, Highfield, Harare",2023-06-26,10:00,10:45,male,West Indies,Netherlands,11-20,57,,,NA,NA,NA,NA,NA
"Takashinga Sports Club, Highfield, Harare",2023-06-26,10:00,11:30,male,West Indies,Netherlands,21-30,52,,,NA,NA,NA,NA,NA
"Takashinga Sports Club, Highfield, Harare",2023-06-26,10:00,12:15,male,West Indies,Netherlands,31-40,86,,,NA,NA,NA,NA,NA
"Takashinga Sports Club, Highfield, Harare",2023-06-26,10:00,13:00,male,West Indies,Netherlands,41-50,118,,,NA,NA,NA,NA,NA
"Takashinga Sports Club, Highfield, Harare",2023-06-26,10:00,10:00,male,Netherlands,West Indies,1-10,71,,,NA,NA,NA,NA,NA
"Takashinga Sports Club, Highfield, Harare",2023-06-26,10:00,10:45,male,Netherlands,West Indies,11-20,49,,,NA,NA,NA,NA,NA
"Takashinga Sports Club, Highfield, Harare",2023-06-26,10:00,11:30,male,Netherlands,West Indies,21-30,59,,,NA,NA,NA,NA,NA
"Takashinga Sports Club, Highfield, Harare",2023-06-26,10:00,12:15,male,Netherlands,West Indies,31-40,88,,,NA,NA,NA,NA,NA
"Takashinga Sports Club, Highfield, Harare",2023-06-26,10:00,13:00,male,Netherlands,West Indies,41-50,107,,,NA,NA,NA,NA,NA
"Takashinga Sports Club, Highfield, Harare",2023-06-26,10:00,10:00,male,Netherlands,West Indies,1-10,30,,,NA,NA,NA,NA,NA
"Takashinga Sports Club, Highfield, Harare",2023-06-26,10:00,10:00,male,West Indies,Netherlands,1-10,8,,,NA,NA,NA,NA,NA
North Sydney Oval,2012-12-19,10:00,10:00,female,Australia,New Zealand,1-10,59,,,NA,NA,NA,NA,NA
North Sydney Oval,2012-12-19,10:00,10:45,female,Australia,New Zealand,11-20,72,,,NA,NA,NA,NA,NA
North Sydney Oval,2012-12-19,10:00,11:30,female,Australia,New Zealand,21-30,44,,,NA,NA,NA,NA,NA
North Sydney Oval,2012-12-19,10:00,12:15,female,Australia,New Zealand,31-40,36,,,NA,NA,NA,NA,NA
North Sydney Oval,2012-12-19,10:00,13:00,female,Australia,New Zealand,41-50,56,,,NA,NA,NA,NA,NA
North Sydney Oval,2012-12-19,10:00,10:00,female,New Zealand,Australia,1-10,50,,,NA,NA,NA,NA,NA
North Sydney Oval,2012-12-19,10:00,10:45,female,New Zealand,Australia,11-20,63,,,NA,NA,NA,NA,NA
North Sydney Oval,2012-12-19,10:00,11:30,female,New Zealand,Australia,21-30,41,,,NA,NA,NA,NA,NA
North Sydney Oval,2012-12-19,10:00,12:15,female,New Zealand,Australia,31-40,49,,,NA,NA,NA,NA,NA
North Sydney Oval,2012-12-19,10:00,13:00,female,New Zealand,Australia,41-50,57,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2023-03-18,10:00,10:00,male,West Indies,South Africa,1-10,71,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2023-03-18,10:00,10:45,male,West Indies,South Africa,11-20,67,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2023-03-18,10:00,11:30,male,West Indies,South Africa,21-30,46,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2023-03-18,10:00,12:15,male,West Indies,South Africa,31-40,58,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2023-03-18,10:00,13:00,male,West Indies,South Africa,41-50,93,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2023-03-18,10:00,10:00,male,South Africa,West Indies,1-10,78,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2023-03-18,10:00,10:45,male,South Africa,West Indies,11-20,80,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2023-03-18,10:00,11:30,male,South Africa,West Indies,21-30,56,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2023-03-18,10:00,12:15,male,South Africa,West Indies,31-40,68,,,NA,NA,NA,NA,NA
"Buffalo Park, East London",2023-03-18,10:00,13:00,male,South Africa,West Indies,41-50,5,,,NA,NA,NA,NA,NA
Adelaide Oval,2009-01-26,10:00,10:00,male,Australia,South Africa,1-10,66,-34.9155596,138.5962772,NA,NA,NA,NA,NA
Adelaide Oval,2009-01-26,10:00,10:45,male,Australia,South Africa,11-20,46,-34.9155596,138.5962772,NA,NA,NA,NA,NA
Adelaide Oval,2009-01-26,10:00,11:30,male,Australia,South Africa,21-30,35,-34.9155596,138.5962772,NA,NA,NA,NA,NA
Adelaide Oval,2009-01-26,10:00,12:15,male,Australia,South Africa,31-40,41,-34.9155596,138.5962772,NA,NA,NA,NA,NA
Adelaide Oval,2009-01-26,10:00,13:00,male,Australia,South Africa,41-50,34,-34.9155596,138.5962772,NA,NA,NA,NA,NA
Adelaide Oval,2009-01-26,10:00,10:00,male,South Africa,Australia,1-10,62,-34.9155596,138.5962772,NA,NA,NA,NA,NA
Adelaide Oval,2009-01-26,10:00,10:45,male,South Africa,Australia,11-20,53,-34.9155596,138.5962772,NA,NA,NA,NA,NA
Adelaide Oval,2009-01-26,10:00,11:30,male,South Africa,Australia,21-30,60,-34.9155596,138.5962772,NA,NA,NA,NA,NA
Adelaide Oval,2009-01-26,10:00,12:15,male,South Africa,Australia,31-40,48,-34.9155596,138.5962772,NA,NA,NA,NA,NA
R Premadasa Stadium,2015-07-19,10:00,10:00,male,Pakistan,Sri Lanka,1-10,55,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2015-07-19,10:00,10:45,male,Pakistan,Sri Lanka,11-20,53,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2015-07-19,10:00,11:30,male,Pakistan,Sri Lanka,21-30,50,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2015-07-19,10:00,12:15,male,Pakistan,Sri Lanka,31-40,65,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2015-07-19,10:00,13:00,male,Pakistan,Sri Lanka,41-50,93,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2015-07-19,10:00,10:00,male,Sri Lanka,Pakistan,1-10,52,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2015-07-19,10:00,10:45,male,Sri Lanka,Pakistan,11-20,41,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2015-07-19,10:00,11:30,male,Sri Lanka,Pakistan,21-30,49,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2015-07-19,10:00,12:15,male,Sri Lanka,Pakistan,31-40,30,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2015-07-19,10:00,13:00,male,Sri Lanka,Pakistan,41-50,9,6.9399983,79.8722901,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2024-09-24,10:00,10:00,male,United States of America,United Arab Emirates,1-10,46,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2024-09-24,10:00,10:45,male,United States of America,United Arab Emirates,11-20,36,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2024-09-24,10:00,11:30,male,United States of America,United Arab Emirates,21-30,70,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2024-09-24,10:00,12:15,male,United States of America,United Arab Emirates,31-40,88,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2024-09-24,10:00,13:00,male,United States of America,United Arab Emirates,41-50,99,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2024-09-24,10:00,10:00,male,United Arab Emirates,United States of America,1-10,55,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2024-09-24,10:00,10:45,male,United Arab Emirates,United States of America,11-20,74,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2024-09-24,10:00,11:30,male,United Arab Emirates,United States of America,21-30,47,,,NA,NA,NA,NA,NA
"United Cricket Club Ground, Windhoek",2024-09-24,10:00,12:15,male,United Arab Emirates,United States of America,31-40,27,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2008-06-12,10:00,10:00,male,Bangladesh,India,1-10,29,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2008-06-12,10:00,10:45,male,Bangladesh,India,11-20,39,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2008-06-12,10:00,11:30,male,Bangladesh,India,21-30,42,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2008-06-12,10:00,12:15,male,Bangladesh,India,31-40,52,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2008-06-12,10:00,13:00,male,Bangladesh,India,41-50,60,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2008-06-12,10:00,10:00,male,India,Bangladesh,1-10,85,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2008-06-12,10:00,10:45,male,India,Bangladesh,11-20,48,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2008-06-12,10:00,11:30,male,India,Bangladesh,21-30,57,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2008-06-12,10:00,12:15,male,India,Bangladesh,31-40,33,,,NA,NA,NA,NA,NA
The Wanderers Stadium,2019-01-27,10:00,10:00,male,South Africa,Pakistan,1-10,32,,,NA,NA,NA,NA,NA
The Wanderers Stadium,2019-01-27,10:00,10:45,male,South Africa,Pakistan,11-20,64,,,NA,NA,NA,NA,NA
The Wanderers Stadium,2019-01-27,10:00,11:30,male,South Africa,Pakistan,21-30,34,,,NA,NA,NA,NA,NA
The Wanderers Stadium,2019-01-27,10:00,12:15,male,South Africa,Pakistan,31-40,31,,,NA,NA,NA,NA,NA
The Wanderers Stadium,2019-01-27,10:00,13:00,male,South Africa,Pakistan,41-50,3,,,NA,NA,NA,NA,NA
The Wanderers Stadium,2019-01-27,10:00,10:00,male,Pakistan,South Africa,1-10,51,,,NA,NA,NA,NA,NA
The Wanderers Stadium,2019-01-27,10:00,10:45,male,Pakistan,South Africa,11-20,59,,,NA,NA,NA,NA,NA
The Wanderers Stadium,2019-01-27,10:00,11:30,male,Pakistan,South Africa,21-30,51,,,NA,NA,NA,NA,NA
The Wanderers Stadium,2019-01-27,10:00,12:15,male,Pakistan,South Africa,31-40,7,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-16,10:00,10:00,female,India,England,1-10,37,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-16,10:00,10:45,female,India,England,11-20,29,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-16,10:00,11:30,female,India,England,21-30,37,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-16,10:00,12:15,female,India,England,31-40,31,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-16,10:00,10:00,female,England,India,1-10,34,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-16,10:00,10:45,female,England,India,11-20,46,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-16,10:00,11:30,female,England,India,21-30,49,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-16,10:00,12:15,female,England,India,31-40,7,,,NA,NA,NA,NA,NA
Sydney Cricket Ground,2015-01-26,10:00,10:00,male,India,Australia,1-10,45,-33.8914241,151.2247484,NA,NA,NA,NA,NA
Sydney Cricket Ground,2015-01-26,10:00,10:45,male,India,Australia,11-20,24,-33.8914241,151.2247484,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2013-07-19,10:00,10:00,male,Pakistan,West Indies,1-10,29,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2013-07-19,10:00,10:45,male,Pakistan,West Indies,11-20,35,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2013-07-19,10:00,11:30,male,Pakistan,West Indies,21-30,34,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2013-07-19,10:00,12:15,male,Pakistan,West Indies,31-40,50,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2013-07-19,10:00,13:00,male,Pakistan,West Indies,41-50,81,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2013-07-19,10:00,10:00,male,West Indies,Pakistan,1-10,32,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2013-07-19,10:00,10:45,male,West Indies,Pakistan,11-20,31,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2013-07-19,10:00,11:30,male,West Indies,Pakistan,21-30,42,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2013-07-19,10:00,12:15,male,West Indies,Pakistan,31-40,40,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2013-07-19,10:00,13:00,male,West Indies,Pakistan,41-50,84,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"ICC Academy, Dubai",2024-04-11,10:00,10:00,female,United States of America,Papua New Guinea,1-10,31,,,NA,NA,NA,NA,NA
"ICC Academy, Dubai",2024-04-11,10:00,10:45,female,United States of America,Papua New Guinea,11-20,40,,,NA,NA,NA,NA,NA
"ICC Academy, Dubai",2024-04-11,10:00,11:30,female,United States of America,Papua New Guinea,21-30,40,,,NA,NA,NA,NA,NA
"ICC Academy, Dubai",2024-04-11,10:00,12:15,female,United States of America,Papua New Guinea,31-40,31,,,NA,NA,NA,NA,NA
"ICC Academy, Dubai",2024-04-11,10:00,13:00,female,United States of America,Papua New Guinea,41-50,18,,,NA,NA,NA,NA,NA
"ICC Academy, Dubai",2024-04-11,10:00,10:00,female,Papua New Guinea,United States of America,1-10,43,,,NA,NA,NA,NA,NA
"ICC Academy, Dubai",2024-04-11,10:00,10:45,female,Papua New Guinea,United States of America,11-20,41,,,NA,NA,NA,NA,NA
"ICC Academy, Dubai",2024-04-11,10:00,11:30,female,Papua New Guinea,United States of America,21-30,46,,,NA,NA,NA,NA,NA
"ICC Academy, Dubai",2024-04-11,10:00,12:15,female,Papua New Guinea,United States of America,31-40,34,,,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2016-12-09,10:00,10:00,male,Australia,New Zealand,1-10,31,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2016-12-09,10:00,10:45,male,Australia,New Zealand,11-20,45,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2016-12-09,10:00,11:30,male,Australia,New Zealand,21-30,46,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2016-12-09,10:00,12:15,male,Australia,New Zealand,31-40,59,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2016-12-09,10:00,13:00,male,Australia,New Zealand,41-50,83,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2016-12-09,10:00,10:00,male,New Zealand,Australia,1-10,48,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2016-12-09,10:00,10:45,male,New Zealand,Australia,11-20,44,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2016-12-09,10:00,11:30,male,New Zealand,Australia,21-30,38,-37.819909,144.983225,NA,NA,NA,NA,NA
Melbourne Cricket Ground,2016-12-09,10:00,12:15,male,New Zealand,Australia,31-40,17,-37.819909,144.983225,NA,NA,NA,NA,NA
"Saxton Oval, Nelson",2025-03-07,10:00,10:00,female,New Zealand,Sri Lanka,1-10,43,,,NA,NA,NA,NA,NA
"Saxton Oval, Nelson",2025-03-07,10:00,10:45,female,New Zealand,Sri Lanka,11-20,20,,,NA,NA,NA,NA,NA
"Saxton Oval, Nelson",2025-03-07,10:00,11:30,female,New Zealand,Sri Lanka,21-30,50,,,NA,NA,NA,NA,NA
"Saxton Oval, Nelson",2025-03-07,10:00,12:15,female,New Zealand,Sri Lanka,31-40,48,,,NA,NA,NA,NA,NA
"Saxton Oval, Nelson",2025-03-07,10:00,13:00,female,New Zealand,Sri Lanka,41-50,84,,,NA,NA,NA,NA,NA
"Saxton Oval, Nelson",2025-03-07,10:00,10:00,female,Sri Lanka,New Zealand,1-10,45,,,NA,NA,NA,NA,NA
"Saxton Oval, Nelson",2025-03-07,10:00,10:45,female,Sri Lanka,New Zealand,11-20,43,,,NA,NA,NA,NA,NA
"Saxton Oval, Nelson",2025-03-07,10:00,11:30,female,Sri Lanka,New Zealand,21-30,37,,,NA,NA,NA,NA,NA
"Saxton Oval, Nelson",2025-03-07,10:00,12:15,female,Sri Lanka,New Zealand,31-40,33,,,NA,NA,NA,NA,NA
"Saxton Oval, Nelson",2025-03-07,10:00,13:00,female,Sri Lanka,New Zealand,41-50,9,,,NA,NA,NA,NA,NA
VRA Cricket Ground,2004-08-21,10:00,10:00,male,Pakistan,India,1-10,45,,,NA,NA,NA,NA,NA
VRA Cricket Ground,2004-08-21,10:00,10:45,male,Pakistan,India,11-20,49,,,NA,NA,NA,NA,NA
VRA Cricket Ground,2004-08-21,10:00,11:30,male,Pakistan,India,21-30,56,,,NA,NA,NA,NA,NA
VRA Cricket Ground,2004-08-21,10:00,12:15,male,Pakistan,India,31-40,42,,,NA,NA,NA,NA,NA
VRA Cricket Ground,2004-08-21,10:00,10:00,male,India,Pakistan,1-10,65,,,NA,NA,NA,NA,NA
VRA Cricket Ground,2004-08-21,10:00,10:45,male,India,Pakistan,11-20,32,,,NA,NA,NA,NA,NA
VRA Cricket Ground,2004-08-21,10:00,11:30,male,India,Pakistan,21-30,30,,,NA,NA,NA,NA,NA
Allan Border Field,2020-10-07,10:00,10:00,female,Australia,New Zealand,1-10,42,,,NA,NA,NA,NA,NA
Allan Border Field,2020-10-07,10:00,10:45,female,Australia,New Zealand,11-20,56,,,NA,NA,NA,NA,NA
Allan Border Field,2020-10-07,10:00,11:30,female,Australia,New Zealand,21-30,58,,,NA,NA,NA,NA,NA
Allan Border Field,2020-10-07,10:00,12:15,female,Australia,New Zealand,31-40,65,,,NA,NA,NA,NA,NA
Allan Border Field,2020-10-07,10:00,13:00,female,Australia,New Zealand,41-50,104,,,NA,NA,NA,NA,NA
Allan Border Field,2020-10-07,10:00,10:00,female,New Zealand,Australia,1-10,39,,,NA,NA,NA,NA,NA
Allan Border Field,2020-10-07,10:00,10:45,female,New Zealand,Australia,11-20,32,,,NA,NA,NA,NA,NA
Allan Border Field,2020-10-07,10:00,11:30,female,New Zealand,Australia,21-30,22,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-06-27,10:00,10:00,female,India,England,1-10,27,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-06-27,10:00,10:45,female,India,England,11-20,35,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-06-27,10:00,11:30,female,India,England,21-30,28,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-06-27,10:00,12:15,female,India,England,31-40,44,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-06-27,10:00,13:00,female,India,England,41-50,67,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-06-27,10:00,10:00,female,England,India,1-10,61,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-06-27,10:00,10:45,female,England,India,11-20,42,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-06-27,10:00,11:30,female,England,India,21-30,50,,,NA,NA,NA,NA,NA
"County Ground, Bristol",2021-06-27,10:00,12:15,female,England,India,31-40,49,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2004-08-28,10:00,10:00,male,South Africa,Sri Lanka,1-10,58,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2004-08-28,10:00,10:45,male,South Africa,Sri Lanka,11-20,44,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2004-08-28,10:00,11:30,male,South Africa,Sri Lanka,21-30,32,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2004-08-28,10:00,12:15,male,South Africa,Sri Lanka,31-40,40,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2004-08-28,10:00,13:00,male,South Africa,Sri Lanka,41-50,61,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2004-08-28,10:00,10:00,male,Sri Lanka,South Africa,1-10,36,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2004-08-28,10:00,10:45,male,Sri Lanka,South Africa,11-20,43,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2004-08-28,10:00,11:30,male,Sri Lanka,South Africa,21-30,57,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2004-08-28,10:00,12:15,male,Sri Lanka,South Africa,31-40,52,,,NA,NA,NA,NA,NA
Rangiri Dambulla International Stadium,2004-08-28,10:00,13:00,male,Sri Lanka,South Africa,41-50,48,,,NA,NA,NA,NA,NA
Buffalo Park,2012-01-14,10:00,10:00,male,Sri Lanka,South Africa,1-10,21,,,NA,NA,NA,NA,NA
Buffalo Park,2012-01-14,10:00,10:45,male,Sri Lanka,South Africa,11-20,37,,,NA,NA,NA,NA,NA
Buffalo Park,2012-01-14,10:00,11:30,male,Sri Lanka,South Africa,21-30,48,,,NA,NA,NA,NA,NA
Buffalo Park,2012-01-14,10:00,12:15,male,Sri Lanka,South Africa,31-40,60,,,NA,NA,NA,NA,NA
Buffalo Park,2012-01-14,10:00,13:00,male,Sri Lanka,South Africa,41-50,70,,,NA,NA,NA,NA,NA
Buffalo Park,2012-01-14,10:00,10:00,male,South Africa,Sri Lanka,1-10,49,,,NA,NA,NA,NA,NA
Buffalo Park,2012-01-14,10:00,10:45,male,South Africa,Sri Lanka,11-20,44,,,NA,NA,NA,NA,NA
Buffalo Park,2012-01-14,10:00,11:30,male,South Africa,Sri Lanka,21-30,37,,,NA,NA,NA,NA,NA
