venue,full_date,match_start_time_estimated,segment_start_time_estimated,gender,batting_team,bowling_team,over_range,total_runs
"Gymkhana Club Ground, Nairobi",2003-02-24,10:00,12:15,male,Sri Lanka,Kenya,31-40,24
"Gymkhana Club Ground, Nairobi",2003-02-24,10:00,13:00,male,Sri Lanka,Kenya,41-50,17
Westpac Stadium,2008-02-09,10:00,10:00,male,England,New Zealand,1-10,34
Westpac Stadium,2008-02-09,10:00,10:45,male,England,New Zealand,11-20,26
Westpac Stadium,2008-02-09,10:00,11:30,male,England,New Zealand,21-30,29
Westpac Stadium,2008-02-09,10:00,12:15,male,England,New Zealand,31-40,18
Westpac Stadium,2008-02-09,10:00,13:00,male,England,New Zealand,41-50,23
Westpac Stadium,2008-02-09,10:00,10:00,male,New Zealand,England,1-10,44
Westpac Stadium,2008-02-09,10:00,10:45,male,New Zealand,England,11-20,41
Westpac Stadium,2008-02-09,10:00,11:30,male,New Zealand,England,21-30,46
"Windsor Park, Roseau",2009-07-28,10:00,10:00,male,West Indies,Bangladesh,1-10,50
"Windsor Park, Roseau",2009-07-28,10:00,10:45,male,West Indies,Bangladesh,11-20,30
"Windsor Park, Roseau",2009-07-28,10:00,11:30,male,West Indies,Bangladesh,21-30,43
"Windsor Park, Roseau",2009-07-28,10:00,12:15,male,West Indies,Bangladesh,31-40,53
"Windsor Park, Roseau",2009-07-28,10:00,13:00,male,West Indies,Bangladesh,41-50,98
"Windsor Park, Roseau",2009-07-28,10:00,10:00,male,Bangladesh,West Indies,1-10,45
"Windsor Park, Roseau",2009-07-28,10:00,10:45,male,Bangladesh,West Indies,11-20,44
"Windsor Park, Roseau",2009-07-28,10:00,11:30,male,Bangladesh,West Indies,21-30,65
"Windsor Park, Roseau",2009-07-28,10:00,12:15,male,Bangladesh,West Indies,31-40,50
"Windsor Park, Roseau",2009-07-28,10:00,13:00,male,Bangladesh,West Indies,41-50,72
"Allan Border Field, Brisbane",2024-12-05,10:00,10:00,female,India,Australia,1-10,40
"Allan Border Field, Brisbane",2024-12-05,10:00,10:45,female,India,Australia,11-20,25
"Allan Border Field, Brisbane",2024-12-05,10:00,11:30,female,India,Australia,21-30,31
"Allan Border Field, Brisbane",2024-12-05,10:00,12:15,female,India,Australia,31-40,4
"Allan Border Field, Brisbane",2024-12-05,10:00,10:00,female,Australia,India,1-10,53
"Allan Border Field, Brisbane",2024-12-05,10:00,10:45,female,Australia,India,11-20,49
"Tribhuvan University International Cricket Ground, Kirtipur",2024-02-12,10:00,10:00,male,Canada,Nepal,1-10,33
"Tribhuvan University International Cricket Ground, Kirtipur",2024-02-12,10:00,10:45,male,Canada,Nepal,11-20,46
"Tribhuvan University International Cricket Ground, Kirtipur",2024-02-12,10:00,11:30,male,Canada,Nepal,21-30,30
"Tribhuvan University International Cricket Ground, Kirtipur",2024-02-12,10:00,12:15,male,Canada,Nepal,31-40,41
"Tribhuvan University International Cricket Ground, Kirtipur",2024-02-12,10:00,13:00,male,Canada,Nepal,41-50,82
"Tribhuvan University International Cricket Ground, Kirtipur",2024-02-12,10:00,10:00,male,Nepal,Canada,1-10,61
"Tribhuvan University International Cricket Ground, Kirtipur",2024-02-12,10:00,10:45,male,Nepal,Canada,11-20,40
"Tribhuvan University International Cricket Ground, Kirtipur",2024-02-12,10:00,11:30,male,Nepal,Canada,21-30,35
"Tribhuvan University International Cricket Ground, Kirtipur",2024-02-12,10:00,12:15,male,Nepal,Canada,31-40,68
"Tribhuvan University International Cricket Ground, Kirtipur",2024-02-12,10:00,13:00,male,Nepal,Canada,41-50,25
Lahore City Cricket Association Ground,2025-04-11,10:00,10:00,female,Scotland,Pakistan,1-10,43
Lahore City Cricket Association Ground,2025-04-11,10:00,10:45,female,Scotland,Pakistan,11-20,64
Lahore City Cricket Association Ground,2025-04-11,10:00,11:30,female,Scotland,Pakistan,21-30,63
Lahore City Cricket Association Ground,2025-04-11,10:00,12:15,female,Scotland,Pakistan,31-40,16
Lahore City Cricket Association Ground,2025-04-11,10:00,10:00,female,Pakistan,Scotland,1-10,45
Lahore City Cricket Association Ground,2025-04-11,10:00,10:45,female,Pakistan,Scotland,11-20,54
Lahore City Cricket Association Ground,2025-04-11,10:00,11:30,female,Pakistan,Scotland,21-30,80
Lahore City Cricket Association Ground,2025-04-11,10:00,12:15,female,Pakistan,Scotland,31-40,11
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011-08-16,10:00,10:00,male,Sri Lanka,Australia,1-10,47
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011-08-16,10:00,10:45,male,Sri Lanka,Australia,11-20,61
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011-08-16,10:00,11:30,male,Sri Lanka,Australia,21-30,58
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011-08-16,10:00,12:15,male,Sri Lanka,Australia,31-40,61
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011-08-16,10:00,13:00,male,Sri Lanka,Australia,41-50,59
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011-08-16,10:00,10:00,male,Australia,Sri Lanka,1-10,41
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011-08-16,10:00,10:45,male,Australia,Sri Lanka,11-20,49
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011-08-16,10:00,11:30,male,Australia,Sri Lanka,21-30,42
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011-08-16,10:00,12:15,male,Australia,Sri Lanka,31-40,51
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011-08-16,10:00,13:00,male,Australia,Sri Lanka,41-50,25
Jade Stadium,2006-02-25,10:00,10:00,male,New Zealand,West Indies,1-10,48
Jade Stadium,2006-02-25,10:00,10:45,male,New Zealand,West Indies,11-20,35
Jade Stadium,2006-02-25,10:00,11:30,male,New Zealand,West Indies,21-30,38
Jade Stadium,2006-02-25,10:00,12:15,male,New Zealand,West Indies,31-40,61
Jade Stadium,2006-02-25,10:00,13:00,male,New Zealand,West Indies,41-50,94
Jade Stadium,2006-02-25,10:00,10:00,male,West Indies,New Zealand,1-10,66
Jade Stadium,2006-02-25,10:00,10:45,male,West Indies,New Zealand,11-20,60
Jade Stadium,2006-02-25,10:00,11:30,male,West Indies,New Zealand,21-30,25
Jade Stadium,2006-02-25,10:00,12:15,male,West Indies,New Zealand,31-40,34
Jade Stadium,2006-02-25,10:00,13:00,male,West Indies,New Zealand,41-50,70
"R Premadasa Stadium, Colombo",2021-07-18,10:00,10:00,male,Sri Lanka,India,1-10,55
"R Premadasa Stadium, Colombo",2021-07-18,10:00,10:45,male,Sri Lanka,India,11-20,41
"R Premadasa Stadium, Colombo",2021-07-18,10:00,11:30,male,Sri Lanka,India,21-30,36
"R Premadasa Stadium, Colombo",2021-07-18,10:00,12:15,male,Sri Lanka,India,31-40,54
"R Premadasa Stadium, Colombo",2021-07-18,10:00,13:00,male,Sri Lanka,India,41-50,76
"R Premadasa Stadium, Colombo",2021-07-18,10:00,10:00,male,India,Sri Lanka,1-10,91
"R Premadasa Stadium, Colombo",2021-07-18,10:00,10:45,male,India,Sri Lanka,11-20,62
"R Premadasa Stadium, Colombo",2021-07-18,10:00,11:30,male,India,Sri Lanka,21-30,57
"R Premadasa Stadium, Colombo",2021-07-18,10:00,12:15,male,India,Sri Lanka,31-40,53
Sophia Gardens,2014-08-27,10:00,10:00,male,India,England,1-10,26
Sophia Gardens,2014-08-27,10:00,10:45,male,India,England,11-20,69
Sophia Gardens,2014-08-27,10:00,11:30,male,India,England,21-30,37
Sophia Gardens,2014-08-27,10:00,12:15,male,India,England,31-40,86
Sophia Gardens,2014-08-27,10:00,13:00,male,India,England,41-50,86
Sophia Gardens,2014-08-27,10:00,10:00,male,England,India,1-10,53
Sophia Gardens,2014-08-27,10:00,10:45,male,England,India,11-20,26
Sophia Gardens,2014-08-27,10:00,11:30,male,England,India,21-30,40
Sophia Gardens,2014-08-27,10:00,12:15,male,England,India,31-40,42
"Eden Gardens, Kolkata",2023-11-05,10:00,10:00,male,India,South Africa,1-10,91
"Eden Gardens, Kolkata",2023-11-05,10:00,10:45,male,India,South Africa,11-20,33
"Eden Gardens, Kolkata",2023-11-05,10:00,11:30,male,India,South Africa,21-30,55
"Eden Gardens, Kolkata",2023-11-05,10:00,12:15,male,India,South Africa,31-40,60
"Eden Gardens, Kolkata",2023-11-05,10:00,13:00,male,India,South Africa,41-50,87
"Eden Gardens, Kolkata",2023-11-05,10:00,10:00,male,South Africa,India,1-10,35
"Eden Gardens, Kolkata",2023-11-05,10:00,10:45,male,South Africa,India,11-20,34
"Eden Gardens, Kolkata",2023-11-05,10:00,11:30,male,South Africa,India,21-30,14
ICC Academy,2018-01-23,10:00,10:00,male,Scotland,United Arab Emirates,1-10,49
ICC Academy,2018-01-23,10:00,10:45,male,Scotland,United Arab Emirates,11-20,50
ICC Academy,2018-01-23,10:00,11:30,male,Scotland,United Arab Emirates,21-30,62
ICC Academy,2018-01-23,10:00,12:15,male,Scotland,United Arab Emirates,31-40,77
ICC Academy,2018-01-23,10:00,13:00,male,Scotland,United Arab Emirates,41-50,61
ICC Academy,2018-01-23,10:00,10:00,male,United Arab Emirates,Scotland,1-10,47
ICC Academy,2018-01-23,10:00,10:45,male,United Arab Emirates,Scotland,11-20,55
ICC Academy,2018-01-23,10:00,11:30,male,United Arab Emirates,Scotland,21-30,65
ICC Academy,2018-01-23,10:00,12:15,male,United Arab Emirates,Scotland,31-40,79
ICC Academy,2018-01-23,10:00,13:00,male,United Arab Emirates,Scotland,41-50,54
Rangiri Dambulla International Stadium,2007-10-04,10:00,10:00,male,England,Sri Lanka,1-10,29
Rangiri Dambulla International Stadium,2007-10-04,10:00,10:45,male,England,Sri Lanka,11-20,34
Rangiri Dambulla International Stadium,2007-10-04,10:00,11:30,male,England,Sri Lanka,21-30,42
Rangiri Dambulla International Stadium,2007-10-04,10:00,12:15,male,England,Sri Lanka,31-40,58
Rangiri Dambulla International Stadium,2007-10-04,10:00,13:00,male,England,Sri Lanka,41-50,71
Rangiri Dambulla International Stadium,2007-10-04,10:00,10:00,male,Sri Lanka,England,1-10,29
Rangiri Dambulla International Stadium,2007-10-04,10:00,10:45,male,Sri Lanka,England,11-20,45
Rangiri Dambulla International Stadium,2007-10-04,10:00,11:30,male,Sri Lanka,England,21-30,41
Rangiri Dambulla International Stadium,2007-10-04,10:00,12:15,male,Sri Lanka,England,31-40,30
Rangiri Dambulla International Stadium,2007-10-04,10:00,13:00,male,Sri Lanka,England,41-50,24
"Kingsmead, Durban",2003-02-26,10:00,10:00,male,India,England,1-10,60
"Kingsmead, Durban",2003-02-26,10:00,10:45,male,India,England,11-20,39
"Kingsmead, Durban",2003-02-26,10:00,11:30,male,India,England,21-30,32
"Kingsmead, Durban",2003-02-26,10:00,12:15,male,India,England,31-40,44
"Kingsmead, Durban",2003-02-26,10:00,13:00,male,India,England,41-50,75
"Kingsmead, Durban",2003-02-26,10:00,10:00,male,England,India,1-10,23
"Kingsmead, Durban",2003-02-26,10:00,10:45,male,England,India,11-20,45
"Kingsmead, Durban",2003-02-26,10:00,11:30,male,England,India,21-30,39
"Kingsmead, Durban",2003-02-26,10:00,12:15,male,England,India,31-40,39
"Kingsmead, Durban",2003-02-26,10:00,13:00,male,England,India,41-50,22
"Coolidge Cricket Ground, Antigua",2021-07-09,10:00,10:00,female,Pakistan,West Indies,1-10,31
"Coolidge Cricket Ground, Antigua",2021-07-09,10:00,10:45,female,Pakistan,West Indies,11-20,41
"Coolidge Cricket Ground, Antigua",2021-07-09,10:00,11:30,female,Pakistan,West Indies,21-30,25
"Coolidge Cricket Ground, Antigua",2021-07-09,10:00,12:15,female,Pakistan,West Indies,31-40,20
"Coolidge Cricket Ground, Antigua",2021-07-09,10:00,13:00,female,Pakistan,West Indies,41-50,3
"Coolidge Cricket Ground, Antigua",2021-07-09,10:00,10:00,female,West Indies,Pakistan,1-10,34
"Coolidge Cricket Ground, Antigua",2021-07-09,10:00,10:45,female,West Indies,Pakistan,11-20,43
"Coolidge Cricket Ground, Antigua",2021-07-09,10:00,11:30,female,West Indies,Pakistan,21-30,40
"Coolidge Cricket Ground, Antigua",2021-07-09,10:00,12:15,female,West Indies,Pakistan,31-40,4
"Tribhuvan University International Cricket Ground, Kirtipur",2022-11-14,10:00,10:00,male,United Arab Emirates,Nepal,1-10,57
"Tribhuvan University International Cricket Ground, Kirtipur",2022-11-14,10:00,10:45,male,United Arab Emirates,Nepal,11-20,41
"Tribhuvan University International Cricket Ground, Kirtipur",2022-11-14,10:00,11:30,male,United Arab Emirates,Nepal,21-30,41
"Tribhuvan University International Cricket Ground, Kirtipur",2022-11-14,10:00,12:15,male,United Arab Emirates,Nepal,31-40,56
"Tribhuvan University International Cricket Ground, Kirtipur",2022-11-14,10:00,13:00,male,United Arab Emirates,Nepal,41-50,68
"Tribhuvan University International Cricket Ground, Kirtipur",2022-11-14,10:00,10:00,male,Nepal,United Arab Emirates,1-10,39
"Tribhuvan University International Cricket Ground, Kirtipur",2022-11-14,10:00,10:45,male,Nepal,United Arab Emirates,11-20,31
"Tribhuvan University International Cricket Ground, Kirtipur",2022-11-14,10:00,11:30,male,Nepal,United Arab Emirates,21-30,39
"Tribhuvan University International Cricket Ground, Kirtipur",2022-11-14,10:00,12:15,male,Nepal,United Arab Emirates,31-40,48
"Tribhuvan University International Cricket Ground, Kirtipur",2022-11-14,10:00,13:00,male,Nepal,United Arab Emirates,41-50,22
"Holkar Cricket Stadium, Indore",2026-01-18,10:00,10:00,male,New Zealand,India,1-10,47
"Holkar Cricket Stadium, Indore",2026-01-18,10:00,10:45,male,New Zealand,India,11-20,48
"Holkar Cricket Stadium, Indore",2026-01-18,10:00,11:30,male,New Zealand,India,21-30,64
"Holkar Cricket Stadium, Indore",2026-01-18,10:00,12:15,male,New Zealand,India,31-40,79
"Holkar Cricket Stadium, Indore",2026-01-18,10:00,13:00,male,New Zealand,India,41-50,99
"Holkar Cricket Stadium, Indore",2026-01-18,10:00,10:00,male,India,New Zealand,1-10,66
"Holkar Cricket Stadium, Indore",2026-01-18,10:00,10:45,male,India,New Zealand,11-20,42
"Holkar Cricket Stadium, Indore",2026-01-18,10:00,11:30,male,India,New Zealand,21-30,62
"Holkar Cricket Stadium, Indore",2026-01-18,10:00,12:15,male,India,New Zealand,31-40,60
"Holkar Cricket Stadium, Indore",2026-01-18,10:00,13:00,male,India,New Zealand,41-50,66
"Zahur Ahmed Chowdhury Stadium, Chattogram",2022-12-10,10:00,10:00,male,India,Bangladesh,1-10,45
"Zahur Ahmed Chowdhury Stadium, Chattogram",2022-12-10,10:00,10:45,male,India,Bangladesh,11-20,82
"Zahur Ahmed Chowdhury Stadium, Chattogram",2022-12-10,10:00,11:30,male,India,Bangladesh,21-30,119
"Zahur Ahmed Chowdhury Stadium, Chattogram",2022-12-10,10:00,12:15,male,India,Bangladesh,31-40,93
"Zahur Ahmed Chowdhury Stadium, Chattogram",2022-12-10,10:00,13:00,male,India,Bangladesh,41-50,70
"Zahur Ahmed Chowdhury Stadium, Chattogram",2022-12-10,10:00,10:00,male,Bangladesh,India,1-10,66
"Zahur Ahmed Chowdhury Stadium, Chattogram",2022-12-10,10:00,10:45,male,Bangladesh,India,11-20,43
"Zahur Ahmed Chowdhury Stadium, Chattogram",2022-12-10,10:00,11:30,male,Bangladesh,India,21-30,40
"Zahur Ahmed Chowdhury Stadium, Chattogram",2022-12-10,10:00,12:15,male,Bangladesh,India,31-40,33
Providence Stadium,2010-03-06,10:00,10:00,male,Zimbabwe,West Indies,1-10,52
Providence Stadium,2010-03-06,10:00,10:45,male,Zimbabwe,West Indies,11-20,39
Providence Stadium,2010-03-06,10:00,11:30,male,Zimbabwe,West Indies,21-30,31
Providence Stadium,2010-03-06,10:00,12:15,male,Zimbabwe,West Indies,31-40,34
Providence Stadium,2010-03-06,10:00,13:00,male,Zimbabwe,West Indies,41-50,50
Providence Stadium,2010-03-06,10:00,10:00,male,West Indies,Zimbabwe,1-10,47
Providence Stadium,2010-03-06,10:00,10:45,male,West Indies,Zimbabwe,11-20,27
Providence Stadium,2010-03-06,10:00,11:30,male,West Indies,Zimbabwe,21-30,27
Providence Stadium,2010-03-06,10:00,12:15,male,West Indies,Zimbabwe,31-40,47
Providence Stadium,2010-03-06,10:00,13:00,male,West Indies,Zimbabwe,41-50,60
"M Chinnaswamy Stadium, Bengaluru",2023-11-04,10:00,10:00,male,New Zealand,Pakistan,1-10,66
"M Chinnaswamy Stadium, Bengaluru",2023-11-04,10:00,10:45,male,New Zealand,Pakistan,11-20,59
"M Chinnaswamy Stadium, Bengaluru",2023-11-04,10:00,11:30,male,New Zealand,Pakistan,21-30,86
"M Chinnaswamy Stadium, Bengaluru",2023-11-04,10:00,12:15,male,New Zealand,Pakistan,31-40,96
"M Chinnaswamy Stadium, Bengaluru",2023-11-04,10:00,13:00,male,New Zealand,Pakistan,41-50,94
"M Chinnaswamy Stadium, Bengaluru",2023-11-04,10:00,10:00,male,Pakistan,New Zealand,1-10,75
"M Chinnaswamy Stadium, Bengaluru",2023-11-04,10:00,10:45,male,Pakistan,New Zealand,11-20,77
"M Chinnaswamy Stadium, Bengaluru",2023-11-04,10:00,11:30,male,Pakistan,New Zealand,21-30,48
"Kennington Oval, London",2023-09-13,10:00,10:00,male,England,New Zealand,1-10,55
"Kennington Oval, London",2023-09-13,10:00,10:45,male,England,New Zealand,11-20,78
"Kennington Oval, London",2023-09-13,10:00,11:30,male,England,New Zealand,21-30,79
"Kennington Oval, London",2023-09-13,10:00,12:15,male,England,New Zealand,31-40,95
"Kennington Oval, London",2023-09-13,10:00,13:00,male,England,New Zealand,41-50,61
"Kennington Oval, London",2023-09-13,10:00,10:00,male,New Zealand,England,1-10,36
"Kennington Oval, London",2023-09-13,10:00,10:45,male,New Zealand,England,11-20,50
"Kennington Oval, London",2023-09-13,10:00,11:30,male,New Zealand,England,21-30,57
"Kennington Oval, London",2023-09-13,10:00,12:15,male,New Zealand,England,31-40,44
"New Wanderers Stadium, Johannesburg",2003-02-11,10:00,10:00,male,Australia,Pakistan,1-10,52
"New Wanderers Stadium, Johannesburg",2003-02-11,10:00,10:45,male,Australia,Pakistan,11-20,50
"New Wanderers Stadium, Johannesburg",2003-02-11,10:00,11:30,male,Australia,Pakistan,21-30,46
"New Wanderers Stadium, Johannesburg",2003-02-11,10:00,12:15,male,Australia,Pakistan,31-40,75
"New Wanderers Stadium, Johannesburg",2003-02-11,10:00,13:00,male,Australia,Pakistan,41-50,87
"New Wanderers Stadium, Johannesburg",2003-02-11,10:00,10:00,male,Pakistan,Australia,1-10,29
"New Wanderers Stadium, Johannesburg",2003-02-11,10:00,10:45,male,Pakistan,Australia,11-20,54
"New Wanderers Stadium, Johannesburg",2003-02-11,10:00,11:30,male,Pakistan,Australia,21-30,42
"New Wanderers Stadium, Johannesburg",2003-02-11,10:00,12:15,male,Pakistan,Australia,31-40,81
"New Wanderers Stadium, Johannesburg",2003-02-11,10:00,13:00,male,Pakistan,Australia,41-50,22
Harare Sports Club,2023-06-26,10:00,10:00,male,Zimbabwe,United States of America,1-10,36
Harare Sports Club,2023-06-26,10:00,10:45,male,Zimbabwe,United States of America,11-20,66
Harare Sports Club,2023-06-26,10:00,11:30,male,Zimbabwe,United States of America,21-30,76
Harare Sports Club,2023-06-26,10:00,12:15,male,Zimbabwe,United States of America,31-40,104
Harare Sports Club,2023-06-26,10:00,13:00,male,Zimbabwe,United States of America,41-50,126
Harare Sports Club,2023-06-26,10:00,10:00,male,United States of America,Zimbabwe,1-10,44
Harare Sports Club,2023-06-26,10:00,10:45,male,United States of America,Zimbabwe,11-20,42
Harare Sports Club,2023-06-26,10:00,11:30,male,United States of America,Zimbabwe,21-30,18
Rawalpindi Cricket Stadium,2003-12-05,10:00,10:00,male,New Zealand,Pakistan,1-10,26
Rawalpindi Cricket Stadium,2003-12-05,10:00,10:45,male,New Zealand,Pakistan,11-20,23
Rawalpindi Cricket Stadium,2003-12-05,10:00,11:30,male,New Zealand,Pakistan,21-30,38
Rawalpindi Cricket Stadium,2003-12-05,10:00,12:15,male,New Zealand,Pakistan,31-40,56
Rawalpindi Cricket Stadium,2003-12-05,10:00,13:00,male,New Zealand,Pakistan,41-50,40
Rawalpindi Cricket Stadium,2003-12-05,10:00,10:00,male,Pakistan,New Zealand,1-10,64
Rawalpindi Cricket Stadium,2003-12-05,10:00,10:45,male,Pakistan,New Zealand,11-20,41
Rawalpindi Cricket Stadium,2003-12-05,10:00,11:30,male,Pakistan,New Zealand,21-30,47
Rawalpindi Cricket Stadium,2003-12-05,10:00,12:15,male,Pakistan,New Zealand,31-40,21
Rawalpindi Cricket Stadium,2003-12-05,10:00,13:00,male,Pakistan,New Zealand,41-50,11
"Wanderers Cricket Ground, Windhoek",2023-03-29,10:00,10:00,male,Canada,United States of America,1-10,25
"Wanderers Cricket Ground, Windhoek",2023-03-29,10:00,10:45,male,Canada,United States of America,11-20,59
"Wanderers Cricket Ground, Windhoek",2023-03-29,10:00,11:30,male,Canada,United States of America,21-30,27
"Wanderers Cricket Ground, Windhoek",2023-03-29,10:00,12:15,male,Canada,United States of America,31-40,35
"Wanderers Cricket Ground, Windhoek",2023-03-29,10:00,13:00,male,Canada,United States of America,41-50,52
"Wanderers Cricket Ground, Windhoek",2023-03-29,10:00,10:00,male,United States of America,Canada,1-10,28
"Wanderers Cricket Ground, Windhoek",2023-03-29,10:00,10:45,male,United States of America,Canada,11-20,37
"Wanderers Cricket Ground, Windhoek",2023-03-29,10:00,11:30,male,United States of America,Canada,21-30,34
"Wanderers Cricket Ground, Windhoek",2023-03-29,10:00,12:15,male,United States of America,Canada,31-40,40
"Wanderers Cricket Ground, Windhoek",2023-03-29,10:00,13:00,male,United States of America,Canada,41-50,33
Kennington Oval,2017-06-11,10:00,10:00,male,South Africa,India,1-10,35
Kennington Oval,2017-06-11,10:00,10:45,male,South Africa,India,11-20,59
Kennington Oval,2017-06-11,10:00,11:30,male,South Africa,India,21-30,51
Kennington Oval,2017-06-11,10:00,12:15,male,South Africa,India,31-40,33
Kennington Oval,2017-06-11,10:00,13:00,male,South Africa,India,41-50,13
Kennington Oval,2017-06-11,10:00,10:00,male,India,South Africa,1-10,37
Kennington Oval,2017-06-11,10:00,10:45,male,India,South Africa,11-20,53
Kennington Oval,2017-06-11,10:00,11:30,male,India,South Africa,21-30,61
Kennington Oval,2017-06-11,10:00,12:15,male,India,South Africa,31-40,42
Rangiri Dambulla International Stadium,2003-05-10,10:00,10:00,male,Pakistan,Sri Lanka,1-10,28
Rangiri Dambulla International Stadium,2003-05-10,10:00,10:45,male,Pakistan,Sri Lanka,11-20,30
Rangiri Dambulla International Stadium,2003-05-10,10:00,11:30,male,Pakistan,Sri Lanka,21-30,34
Rangiri Dambulla International Stadium,2003-05-10,10:00,12:15,male,Pakistan,Sri Lanka,31-40,43
Rangiri Dambulla International Stadium,2003-05-10,10:00,13:00,male,Pakistan,Sri Lanka,41-50,64
Rangiri Dambulla International Stadium,2003-05-10,10:00,10:00,male,Sri Lanka,Pakistan,1-10,34
Rangiri Dambulla International Stadium,2003-05-10,10:00,10:45,male,Sri Lanka,Pakistan,11-20,29
Rangiri Dambulla International Stadium,2003-05-10,10:00,11:30,male,Sri Lanka,Pakistan,21-30,36
Rangiri Dambulla International Stadium,2003-05-10,10:00,12:15,male,Sri Lanka,Pakistan,31-40,19
Rangiri Dambulla International Stadium,2003-05-10,10:00,13:00,male,Sri Lanka,Pakistan,41-50,2
Shere Bangla National Stadium,2009-10-27,10:00,10:00,male,Bangladesh,Zimbabwe,1-10,20
Shere Bangla National Stadium,2009-10-27,10:00,10:45,male,Bangladesh,Zimbabwe,11-20,43
Shere Bangla National Stadium,2009-10-27,10:00,11:30,male,Bangladesh,Zimbabwe,21-30,37
Shere Bangla National Stadium,2009-10-27,10:00,12:15,male,Bangladesh,Zimbabwe,31-40,31
Shere Bangla National Stadium,2009-10-27,10:00,13:00,male,Bangladesh,Zimbabwe,41-50,55
Shere Bangla National Stadium,2009-10-27,10:00,10:00,male,Zimbabwe,Bangladesh,1-10,42
Shere Bangla National Stadium,2009-10-27,10:00,10:45,male,Zimbabwe,Bangladesh,11-20,40
Shere Bangla National Stadium,2009-10-27,10:00,11:30,male,Zimbabwe,Bangladesh,21-30,74
Shere Bangla National Stadium,2009-10-27,10:00,12:15,male,Zimbabwe,Bangladesh,31-40,33
Harare Sports Club,2004-04-27,10:00,10:00,male,Sri Lanka,Zimbabwe,1-10,38
Harare Sports Club,2004-04-27,10:00,10:45,male,Sri Lanka,Zimbabwe,11-20,44
Harare Sports Club,2004-04-27,10:00,11:30,male,Sri Lanka,Zimbabwe,21-30,38
Harare Sports Club,2004-04-27,10:00,12:15,male,Sri Lanka,Zimbabwe,31-40,42
Harare Sports Club,2004-04-27,10:00,13:00,male,Sri Lanka,Zimbabwe,41-50,61
Harare Sports Club,2004-04-27,10:00,10:00,male,Zimbabwe,Sri Lanka,1-10,31
Harare Sports Club,2004-04-27,10:00,10:45,male,Zimbabwe,Sri Lanka,11-20,35
Harare Sports Club,2004-04-27,10:00,11:30,male,Zimbabwe,Sri Lanka,21-30,33
Harare Sports Club,2004-04-27,10:00,12:15,male,Zimbabwe,Sri Lanka,31-40,39
Harare Sports Club,2004-04-27,10:00,13:00,male,Zimbabwe,Sri Lanka,41-50,13
Seddon Park,2018-02-25,10:00,10:00,male,England,New Zealand,1-10,41
Seddon Park,2018-02-25,10:00,10:45,male,England,New Zealand,11-20,51
Seddon Park,2018-02-25,10:00,11:30,male,England,New Zealand,21-30,49
Seddon Park,2018-02-25,10:00,12:15,male,England,New Zealand,31-40,76
Seddon Park,2018-02-25,10:00,13:00,male,England,New Zealand,41-50,67
Seddon Park,2018-02-25,10:00,10:00,male,New Zealand,England,1-10,28
Seddon Park,2018-02-25,10:00,10:45,male,New Zealand,England,11-20,53
Seddon Park,2018-02-25,10:00,11:30,male,New Zealand,England,21-30,61
Seddon Park,2018-02-25,10:00,12:15,male,New Zealand,England,31-40,63
Seddon Park,2018-02-25,10:00,13:00,male,New Zealand,England,41-50,82
"Queens Sports Club, Bulawayo",2023-06-29,10:00,10:00,male,Zimbabwe,Oman,1-10,40
"Queens Sports Club, Bulawayo",2023-06-29,10:00,10:45,male,Zimbabwe,Oman,11-20,50
"Queens Sports Club, Bulawayo",2023-06-29,10:00,11:30,male,Zimbabwe,Oman,21-30,65
"Queens Sports Club, Bulawayo",2023-06-29,10:00,12:15,male,Zimbabwe,Oman,31-40,72
"Queens Sports Club, Bulawayo",2023-06-29,10:00,13:00,male,Zimbabwe,Oman,41-50,105
"Queens Sports Club, Bulawayo",2023-06-29,10:00,10:00,male,Oman,Zimbabwe,1-10,59
"Queens Sports Club, Bulawayo",2023-06-29,10:00,10:45,male,Oman,Zimbabwe,11-20,50
"Queens Sports Club, Bulawayo",2023-06-29,10:00,11:30,male,Oman,Zimbabwe,21-30,47
"Queens Sports Club, Bulawayo",2023-06-29,10:00,12:15,male,Oman,Zimbabwe,31-40,70
"Queens Sports Club, Bulawayo",2023-06-29,10:00,13:00,male,Oman,Zimbabwe,41-50,92
Saxton Oval,2016-01-02,10:00,10:00,male,New Zealand,Sri Lanka,1-10,75
"Iqbal Stadium, Faisalabad",2025-11-04,10:00,10:00,male,South Africa,Pakistan,1-10,62
"Iqbal Stadium, Faisalabad",2025-11-04,10:00,10:45,male,South Africa,Pakistan,11-20,63
"Iqbal Stadium, Faisalabad",2025-11-04,10:00,11:30,male,South Africa,Pakistan,21-30,42
"Iqbal Stadium, Faisalabad",2025-11-04,10:00,12:15,male,South Africa,Pakistan,31-40,44
