venue,full_date,match_start_time_estimated,segment_start_time_estimated,gender,batting_team,bowling_team,over_range,total_runs
"County Ground, New Road",2016-06-22,10:00,11:30,female,England,Pakistan,21-30,61
"County Ground, New Road",2016-06-22,10:00,12:15,female,England,Pakistan,31-40,70
"County Ground, New Road",2016-06-22,10:00,13:00,female,England,Pakistan,41-50,132
"County Ground, New Road",2016-06-22,10:00,10:00,female,Pakistan,England,1-10,31
"County Ground, New Road",2016-06-22,10:00,10:45,female,Pakistan,England,11-20,49
"County Ground, New Road",2016-06-22,10:00,11:30,female,Pakistan,England,21-30,38
"County Ground, New Road",2016-06-22,10:00,12:15,female,Pakistan,England,31-40,33
"County Ground, New Road",2016-06-22,10:00,13:00,female,Pakistan,England,41-50,15
Shere Bangla National Stadium,2012-12-08,10:00,10:00,male,West Indies,Bangladesh,1-10,26
Shere Bangla National Stadium,2012-12-08,10:00,10:45,male,West Indies,Bangladesh,11-20,40
Shere Bangla National Stadium,2012-12-08,10:00,11:30,male,West Indies,Bangladesh,21-30,79
Shere Bangla National Stadium,2012-12-08,10:00,12:15,male,West Indies,Bangladesh,31-40,43
Shere Bangla National Stadium,2012-12-08,10:00,13:00,male,West Indies,Bangladesh,41-50,29
Shere Bangla National Stadium,2012-12-08,10:00,10:00,male,Bangladesh,West Indies,1-10,59
Shere Bangla National Stadium,2012-12-08,10:00,10:45,male,Bangladesh,West Indies,11-20,57
Shere Bangla National Stadium,2012-12-08,10:00,11:30,male,Bangladesh,West Indies,21-30,32
Shere Bangla National Stadium,2012-12-08,10:00,12:15,male,Bangladesh,West Indies,31-40,53
Shere Bangla National Stadium,2012-12-08,10:00,13:00,male,Bangladesh,West Indies,41-50,20
"Punjab Cricket Association Stadium, Mohali",2011-03-11,10:00,10:00,male,West Indies,Ireland,1-10,28
"Punjab Cricket Association Stadium, Mohali",2011-03-11,10:00,10:45,male,West Indies,Ireland,11-20,44
"Punjab Cricket Association Stadium, Mohali",2011-03-11,10:00,11:30,male,West Indies,Ireland,21-30,46
"Punjab Cricket Association Stadium, Mohali",2011-03-11,10:00,12:15,male,West Indies,Ireland,31-40,79
"Punjab Cricket Association Stadium, Mohali",2011-03-11,10:00,13:00,male,West Indies,Ireland,41-50,78
"Punjab Cricket Association Stadium, Mohali",2011-03-11,10:00,10:00,male,Ireland,West Indies,1-10,40
"Punjab Cricket Association Stadium, Mohali",2011-03-11,10:00,10:45,male,Ireland,West Indies,11-20,45
"Punjab Cricket Association Stadium, Mohali",2011-03-11,10:00,11:30,male,Ireland,West Indies,21-30,47
"Punjab Cricket Association Stadium, Mohali",2011-03-11,10:00,12:15,male,Ireland,West Indies,31-40,59
"Punjab Cricket Association Stadium, Mohali",2011-03-11,10:00,13:00,male,Ireland,West Indies,41-50,40
Barabati Stadium,2017-01-19,10:00,10:00,male,India,England,1-10,43
Barabati Stadium,2017-01-19,10:00,10:45,male,India,England,11-20,49
Barabati Stadium,2017-01-19,10:00,11:30,male,India,England,21-30,75
Barabati Stadium,2017-01-19,10:00,12:15,male,India,England,31-40,94
Barabati Stadium,2017-01-19,10:00,13:00,male,India,England,41-50,120
Barabati Stadium,2017-01-19,10:00,10:00,male,England,India,1-10,66
Barabati Stadium,2017-01-19,10:00,10:45,male,England,India,11-20,62
Barabati Stadium,2017-01-19,10:00,11:30,male,England,India,21-30,65
Barabati Stadium,2017-01-19,10:00,12:15,male,England,India,31-40,76
Barabati Stadium,2017-01-19,10:00,13:00,male,England,India,41-50,97
"Holkar Cricket Stadium, Indore",2023-01-24,10:00,10:00,male,India,New Zealand,1-10,82
"Holkar Cricket Stadium, Indore",2023-01-24,10:00,10:45,male,India,New Zealand,11-20,83
"Holkar Cricket Stadium, Indore",2023-01-24,10:00,11:30,male,India,New Zealand,21-30,78
"Holkar Cricket Stadium, Indore",2023-01-24,10:00,12:15,male,India,New Zealand,31-40,55
"Holkar Cricket Stadium, Indore",2023-01-24,10:00,13:00,male,India,New Zealand,41-50,87
"Holkar Cricket Stadium, Indore",2023-01-24,10:00,10:00,male,New Zealand,India,1-10,73
"Holkar Cricket Stadium, Indore",2023-01-24,10:00,10:45,male,New Zealand,India,11-20,63
"Holkar Cricket Stadium, Indore",2023-01-24,10:00,11:30,male,New Zealand,India,21-30,81
"Holkar Cricket Stadium, Indore",2023-01-24,10:00,12:15,male,New Zealand,India,31-40,63
"Holkar Cricket Stadium, Indore",2023-01-24,10:00,13:00,male,New Zealand,India,41-50,15
Rangiri Dambulla International Stadium,2018-07-29,10:00,10:00,male,Sri Lanka,South Africa,1-10,45
Rangiri Dambulla International Stadium,2018-07-29,10:00,10:45,male,Sri Lanka,South Africa,11-20,87
Rangiri Dambulla International Stadium,2018-07-29,10:00,11:30,male,Sri Lanka,South Africa,21-30,47
Rangiri Dambulla International Stadium,2018-07-29,10:00,12:15,male,Sri Lanka,South Africa,31-40,14
Rangiri Dambulla International Stadium,2018-07-29,10:00,10:00,male,South Africa,Sri Lanka,1-10,60
Rangiri Dambulla International Stadium,2018-07-29,10:00,10:45,male,South Africa,Sri Lanka,11-20,52
Rangiri Dambulla International Stadium,2018-07-29,10:00,11:30,male,South Africa,Sri Lanka,21-30,74
Rangiri Dambulla International Stadium,2018-07-29,10:00,12:15,male,South Africa,Sri Lanka,31-40,10
Brisbane Cricket Ground,2004-01-20,10:00,10:00,male,India,Zimbabwe,1-10,49
Brisbane Cricket Ground,2004-01-20,10:00,10:45,male,India,Zimbabwe,11-20,36
Brisbane Cricket Ground,2004-01-20,10:00,11:30,male,India,Zimbabwe,21-30,51
Brisbane Cricket Ground,2004-01-20,10:00,12:15,male,India,Zimbabwe,31-40,47
Brisbane Cricket Ground,2004-01-20,10:00,13:00,male,India,Zimbabwe,41-50,72
Brisbane Cricket Ground,2004-01-20,10:00,10:00,male,Zimbabwe,India,1-10,41
Brisbane Cricket Ground,2004-01-20,10:00,10:45,male,Zimbabwe,India,11-20,34
Brisbane Cricket Ground,2004-01-20,10:00,11:30,male,Zimbabwe,India,21-30,31
Brisbane Cricket Ground,2004-01-20,10:00,12:15,male,Zimbabwe,India,31-40,64
Brisbane Cricket Ground,2004-01-20,10:00,13:00,male,Zimbabwe,India,41-50,61
"Sabina Park, Kingston",2012-07-07,10:00,10:00,male,West Indies,New Zealand,1-10,58
"Sabina Park, Kingston",2012-07-07,10:00,10:45,male,West Indies,New Zealand,11-20,45
"Sabina Park, Kingston",2012-07-07,10:00,11:30,male,West Indies,New Zealand,21-30,70
"Sabina Park, Kingston",2012-07-07,10:00,12:15,male,West Indies,New Zealand,31-40,73
"Sabina Park, Kingston",2012-07-07,10:00,13:00,male,West Indies,New Zealand,41-50,69
"Sabina Park, Kingston",2012-07-07,10:00,10:00,male,New Zealand,West Indies,1-10,51
"Sabina Park, Kingston",2012-07-07,10:00,10:45,male,New Zealand,West Indies,11-20,49
"Sabina Park, Kingston",2012-07-07,10:00,11:30,male,New Zealand,West Indies,21-30,42
"Sabina Park, Kingston",2012-07-07,10:00,12:15,male,New Zealand,West Indies,31-40,72
"Sabina Park, Kingston",2012-07-07,10:00,13:00,male,New Zealand,West Indies,41-50,46
M.Chinnaswamy Stadium,2020-01-19,10:00,10:00,male,Australia,India,1-10,56
M.Chinnaswamy Stadium,2020-01-19,10:00,10:45,male,Australia,India,11-20,55
M.Chinnaswamy Stadium,2020-01-19,10:00,11:30,male,Australia,India,21-30,54
M.Chinnaswamy Stadium,2020-01-19,10:00,12:15,male,Australia,India,31-40,58
M.Chinnaswamy Stadium,2020-01-19,10:00,13:00,male,Australia,India,41-50,63
M.Chinnaswamy Stadium,2020-01-19,10:00,10:00,male,India,Australia,1-10,61
M.Chinnaswamy Stadium,2020-01-19,10:00,10:45,male,India,Australia,11-20,35
M.Chinnaswamy Stadium,2020-01-19,10:00,11:30,male,India,Australia,21-30,60
M.Chinnaswamy Stadium,2020-01-19,10:00,12:15,male,India,Australia,31-40,68
M.Chinnaswamy Stadium,2020-01-19,10:00,13:00,male,India,Australia,41-50,65
OUTsurance Oval,2008-10-31,10:00,10:00,male,South Africa,Kenya,1-10,63
OUTsurance Oval,2008-10-31,10:00,10:45,male,South Africa,Kenya,11-20,44
OUTsurance Oval,2008-10-31,10:00,11:30,male,South Africa,Kenya,21-30,74
OUTsurance Oval,2008-10-31,10:00,12:15,male,South Africa,Kenya,31-40,69
OUTsurance Oval,2008-10-31,10:00,13:00,male,South Africa,Kenya,41-50,86
OUTsurance Oval,2008-10-31,10:00,10:00,male,Kenya,South Africa,1-10,42
OUTsurance Oval,2008-10-31,10:00,10:45,male,Kenya,South Africa,11-20,38
OUTsurance Oval,2008-10-31,10:00,11:30,male,Kenya,South Africa,21-30,34
OUTsurance Oval,2008-10-31,10:00,12:15,male,Kenya,South Africa,31-40,40
OUTsurance Oval,2008-10-31,10:00,13:00,male,Kenya,South Africa,41-50,23
R Premadasa Stadium,2014-07-06,10:00,10:00,male,South Africa,Sri Lanka,1-10,46
R Premadasa Stadium,2014-07-06,10:00,10:45,male,South Africa,Sri Lanka,11-20,50
R Premadasa Stadium,2014-07-06,10:00,11:30,male,South Africa,Sri Lanka,21-30,67
R Premadasa Stadium,2014-07-06,10:00,12:15,male,South Africa,Sri Lanka,31-40,70
R Premadasa Stadium,2014-07-06,10:00,13:00,male,South Africa,Sri Lanka,41-50,71
R Premadasa Stadium,2014-07-06,10:00,10:00,male,Sri Lanka,South Africa,1-10,59
R Premadasa Stadium,2014-07-06,10:00,10:45,male,Sri Lanka,South Africa,11-20,58
R Premadasa Stadium,2014-07-06,10:00,11:30,male,Sri Lanka,South Africa,21-30,50
R Premadasa Stadium,2014-07-06,10:00,12:15,male,Sri Lanka,South Africa,31-40,62
R Premadasa Stadium,2014-07-06,10:00,13:00,male,Sri Lanka,South Africa,41-50,0
"Forthill, Dundee",2025-06-06,10:00,10:00,male,Scotland,Netherlands,1-10,48
"Forthill, Dundee",2025-06-06,10:00,10:45,male,Scotland,Netherlands,11-20,40
"Forthill, Dundee",2025-06-06,10:00,11:30,male,Scotland,Netherlands,21-30,48
"Forthill, Dundee",2025-06-06,10:00,12:15,male,Scotland,Netherlands,31-40,37
"Forthill, Dundee",2025-06-06,10:00,13:00,male,Scotland,Netherlands,41-50,89
"Forthill, Dundee",2025-06-06,10:00,10:00,male,Netherlands,Scotland,1-10,48
"Forthill, Dundee",2025-06-06,10:00,10:45,male,Netherlands,Scotland,11-20,42
"Forthill, Dundee",2025-06-06,10:00,11:30,male,Netherlands,Scotland,21-30,54
"Forthill, Dundee",2025-06-06,10:00,12:15,male,Netherlands,Scotland,31-40,44
"Forthill, Dundee",2025-06-06,10:00,13:00,male,Netherlands,Scotland,41-50,30
"Barsapara Cricket Stadium, Guwahati",2025-10-07,10:00,10:00,female,Bangladesh,England,1-10,31
"Barsapara Cricket Stadium, Guwahati",2025-10-07,10:00,10:45,female,Bangladesh,England,11-20,45
"Barsapara Cricket Stadium, Guwahati",2025-10-07,10:00,11:30,female,Bangladesh,England,21-30,16
"Barsapara Cricket Stadium, Guwahati",2025-10-07,10:00,12:15,female,Bangladesh,England,31-40,29
"Barsapara Cricket Stadium, Guwahati",2025-10-07,10:00,13:00,female,Bangladesh,England,41-50,57
"Barsapara Cricket Stadium, Guwahati",2025-10-07,10:00,10:00,female,England,Bangladesh,1-10,45
"Barsapara Cricket Stadium, Guwahati",2025-10-07,10:00,10:45,female,England,Bangladesh,11-20,25
"Barsapara Cricket Stadium, Guwahati",2025-10-07,10:00,11:30,female,England,Bangladesh,21-30,35
"Barsapara Cricket Stadium, Guwahati",2025-10-07,10:00,12:15,female,England,Bangladesh,31-40,42
"Barsapara Cricket Stadium, Guwahati",2025-10-07,10:00,13:00,female,England,Bangladesh,41-50,35
W.A.C.A. Ground,2004-02-01,10:00,10:00,male,India,Australia,1-10,46
W.A.C.A. Ground,2004-02-01,10:00,10:45,male,India,Australia,11-20,44
W.A.C.A. Ground,2004-02-01,10:00,11:30,male,India,Australia,21-30,32
W.A.C.A. Ground,2004-02-01,10:00,12:15,male,India,Australia,31-40,48
W.A.C.A. Ground,2004-02-01,10:00,13:00,male,India,Australia,41-50,33
W.A.C.A. Ground,2004-02-01,10:00,10:00,male,Australia,India,1-10,74
W.A.C.A. Ground,2004-02-01,10:00,10:45,male,Australia,India,11-20,71
W.A.C.A. Ground,2004-02-01,10:00,11:30,male,Australia,India,21-30,51
W.A.C.A. Ground,2004-02-01,10:00,12:15,male,Australia,India,31-40,8
Queenstown Events Centre,2006-02-22,10:00,10:00,male,West Indies,New Zealand,1-10,10
Queenstown Events Centre,2006-02-22,10:00,10:45,male,West Indies,New Zealand,11-20,37
Queenstown Events Centre,2006-02-22,10:00,11:30,male,West Indies,New Zealand,21-30,40
Queenstown Events Centre,2006-02-22,10:00,12:15,male,West Indies,New Zealand,31-40,43
Queenstown Events Centre,2006-02-22,10:00,13:00,male,West Indies,New Zealand,41-50,70
Queenstown Events Centre,2006-02-22,10:00,10:00,male,New Zealand,West Indies,1-10,33
Queenstown Events Centre,2006-02-22,10:00,10:45,male,New Zealand,West Indies,11-20,63
Queenstown Events Centre,2006-02-22,10:00,11:30,male,New Zealand,West Indies,21-30,38
Queenstown Events Centre,2006-02-22,10:00,12:15,male,New Zealand,West Indies,31-40,54
Queenstown Events Centre,2006-02-22,10:00,13:00,male,New Zealand,West Indies,41-50,16
Sheikh Abu Naser Stadium,2012-11-30,10:00,10:00,male,West Indies,Bangladesh,1-10,47
Sheikh Abu Naser Stadium,2012-11-30,10:00,10:45,male,West Indies,Bangladesh,11-20,30
Sheikh Abu Naser Stadium,2012-11-30,10:00,11:30,male,West Indies,Bangladesh,21-30,52
Sheikh Abu Naser Stadium,2012-11-30,10:00,12:15,male,West Indies,Bangladesh,31-40,50
Sheikh Abu Naser Stadium,2012-11-30,10:00,13:00,male,West Indies,Bangladesh,41-50,20
Sheikh Abu Naser Stadium,2012-11-30,10:00,10:00,male,Bangladesh,West Indies,1-10,49
Sheikh Abu Naser Stadium,2012-11-30,10:00,10:45,male,Bangladesh,West Indies,11-20,57
Sheikh Abu Naser Stadium,2012-11-30,10:00,11:30,male,Bangladesh,West Indies,21-30,44
Sheikh Abu Naser Stadium,2012-11-30,10:00,12:15,male,Bangladesh,West Indies,31-40,46
Sheikh Abu Naser Stadium,2012-11-30,10:00,13:00,male,Bangladesh,West Indies,41-50,5
Rangiri Dambulla International Stadium,2003-05-11,10:00,10:00,male,Pakistan,New Zealand,1-10,15
Rangiri Dambulla International Stadium,2003-05-11,10:00,10:45,male,Pakistan,New Zealand,11-20,33
Rangiri Dambulla International Stadium,2003-05-11,10:00,11:30,male,Pakistan,New Zealand,21-30,40
Rangiri Dambulla International Stadium,2003-05-11,10:00,12:15,male,Pakistan,New Zealand,31-40,21
Rangiri Dambulla International Stadium,2003-05-11,10:00,13:00,male,Pakistan,New Zealand,41-50,7
Rangiri Dambulla International Stadium,2003-05-11,10:00,10:00,male,New Zealand,Pakistan,1-10,42
Rangiri Dambulla International Stadium,2003-05-11,10:00,10:45,male,New Zealand,Pakistan,11-20,36
Rangiri Dambulla International Stadium,2003-05-11,10:00,11:30,male,New Zealand,Pakistan,21-30,39
New Wanderers Stadium,2013-12-05,10:00,10:00,male,South Africa,India,1-10,53
New Wanderers Stadium,2013-12-05,10:00,10:45,male,South Africa,India,11-20,44
New Wanderers Stadium,2013-12-05,10:00,11:30,male,South Africa,India,21-30,55
New Wanderers Stadium,2013-12-05,10:00,12:15,male,South Africa,India,31-40,71
New Wanderers Stadium,2013-12-05,10:00,13:00,male,South Africa,India,41-50,135
New Wanderers Stadium,2013-12-05,10:00,10:00,male,India,South Africa,1-10,36
New Wanderers Stadium,2013-12-05,10:00,10:45,male,India,South Africa,11-20,55
New Wanderers Stadium,2013-12-05,10:00,11:30,male,India,South Africa,21-30,67
New Wanderers Stadium,2013-12-05,10:00,12:15,male,India,South Africa,31-40,54
New Wanderers Stadium,2013-12-05,10:00,13:00,male,India,South Africa,41-50,5
De Beers Diamond Oval,2013-01-22,10:00,10:00,male,New Zealand,South Africa,1-10,19
De Beers Diamond Oval,2013-01-22,10:00,10:45,male,New Zealand,South Africa,11-20,61
De Beers Diamond Oval,2013-01-22,10:00,11:30,male,New Zealand,South Africa,21-30,58
De Beers Diamond Oval,2013-01-22,10:00,12:15,male,New Zealand,South Africa,31-40,64
De Beers Diamond Oval,2013-01-22,10:00,13:00,male,New Zealand,South Africa,41-50,77
De Beers Diamond Oval,2013-01-22,10:00,10:00,male,South Africa,New Zealand,1-10,43
De Beers Diamond Oval,2013-01-22,10:00,10:45,male,South Africa,New Zealand,11-20,57
De Beers Diamond Oval,2013-01-22,10:00,11:30,male,South Africa,New Zealand,21-30,65
De Beers Diamond Oval,2013-01-22,10:00,12:15,male,South Africa,New Zealand,31-40,37
De Beers Diamond Oval,2013-01-22,10:00,13:00,male,South Africa,New Zealand,41-50,50
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-28,10:00,10:00,male,Scotland,Oman,1-10,58
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-28,10:00,10:45,male,Scotland,Oman,11-20,32
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-28,10:00,11:30,male,Scotland,Oman,21-30,47
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-28,10:00,12:15,male,Scotland,Oman,31-40,39
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-28,10:00,13:00,male,Scotland,Oman,41-50,97
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-28,10:00,10:00,male,Oman,Scotland,1-10,63
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-28,10:00,10:45,male,Oman,Scotland,11-20,35
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-28,10:00,11:30,male,Oman,Scotland,21-30,36
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-28,10:00,12:15,male,Oman,Scotland,31-40,31
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-28,10:00,13:00,male,Oman,Scotland,41-50,90
Harare Sports Club,2004-12-01,10:00,10:00,male,England,Zimbabwe,1-10,30
Harare Sports Club,2004-12-01,10:00,10:45,male,England,Zimbabwe,11-20,39
Harare Sports Club,2004-12-01,10:00,11:30,male,England,Zimbabwe,21-30,38
Harare Sports Club,2004-12-01,10:00,12:15,male,England,Zimbabwe,31-40,52
Harare Sports Club,2004-12-01,10:00,13:00,male,England,Zimbabwe,41-50,104
Harare Sports Club,2004-12-01,10:00,10:00,male,Zimbabwe,England,1-10,42
Harare Sports Club,2004-12-01,10:00,10:45,male,Zimbabwe,England,11-20,40
Harare Sports Club,2004-12-01,10:00,11:30,male,Zimbabwe,England,21-30,17
Harare Sports Club,2004-12-01,10:00,12:15,male,Zimbabwe,England,31-40,3
"Grand Prairie Stadium, Dallas",2025-05-01,10:00,10:00,female,Zimbabwe,United States of America,1-10,24
"Grand Prairie Stadium, Dallas",2025-05-01,10:00,10:45,female,Zimbabwe,United States of America,11-20,37
"Grand Prairie Stadium, Dallas",2025-05-01,10:00,11:30,female,Zimbabwe,United States of America,21-30,43
"Grand Prairie Stadium, Dallas",2025-05-01,10:00,12:15,female,Zimbabwe,United States of America,31-40,58
"Grand Prairie Stadium, Dallas",2025-05-01,10:00,10:00,female,United States of America,Zimbabwe,1-10,19
"Grand Prairie Stadium, Dallas",2025-05-01,10:00,10:45,female,United States of America,Zimbabwe,11-20,42
"Grand Prairie Stadium, Dallas",2025-05-01,10:00,11:30,female,United States of America,Zimbabwe,21-30,49
"Grand Prairie Stadium, Dallas",2025-05-01,10:00,12:15,female,United States of America,Zimbabwe,31-40,53
"Newlands, Cape Town",2022-01-23,10:00,10:00,male,South Africa,India,1-10,53
"Newlands, Cape Town",2022-01-23,10:00,10:45,male,South Africa,India,11-20,50
"Newlands, Cape Town",2022-01-23,10:00,11:30,male,South Africa,India,21-30,67
"Newlands, Cape Town",2022-01-23,10:00,12:15,male,South Africa,India,31-40,58
"Newlands, Cape Town",2022-01-23,10:00,13:00,male,South Africa,India,41-50,59
"Newlands, Cape Town",2022-01-23,10:00,10:00,male,India,South Africa,1-10,50
"Newlands, Cape Town",2022-01-23,10:00,10:45,male,India,South Africa,11-20,57
"Newlands, Cape Town",2022-01-23,10:00,11:30,male,India,South Africa,21-30,45
"Newlands, Cape Town",2022-01-23,10:00,12:15,male,India,South Africa,31-40,58
"Newlands, Cape Town",2022-01-23,10:00,13:00,male,India,South Africa,41-50,73
Rangiri Dambulla International Stadium,2013-02-22,10:00,10:00,female,Sri Lanka,West Indies,1-10,30
Rangiri Dambulla International Stadium,2013-02-22,10:00,10:45,female,Sri Lanka,West Indies,11-20,19
Rangiri Dambulla International Stadium,2013-02-22,10:00,11:30,female,Sri Lanka,West Indies,21-30,38
Rangiri Dambulla International Stadium,2013-02-22,10:00,12:15,female,Sri Lanka,West Indies,31-40,28
Rangiri Dambulla International Stadium,2013-02-22,10:00,13:00,female,Sri Lanka,West Indies,41-50,49
Rangiri Dambulla International Stadium,2013-02-22,10:00,10:00,female,West Indies,Sri Lanka,1-10,41
Rangiri Dambulla International Stadium,2013-02-22,10:00,10:45,female,West Indies,Sri Lanka,11-20,30
Rangiri Dambulla International Stadium,2013-02-22,10:00,11:30,female,West Indies,Sri Lanka,21-30,58
Rangiri Dambulla International Stadium,2013-02-22,10:00,12:15,female,West Indies,Sri Lanka,31-40,36
Zahur Ahmed Chowdhury Stadium,2015-07-15,10:00,10:00,male,South Africa,Bangladesh,1-10,30
Zahur Ahmed Chowdhury Stadium,2015-07-15,10:00,10:45,male,South Africa,Bangladesh,11-20,41
Zahur Ahmed Chowdhury Stadium,2015-07-15,10:00,11:30,male,South Africa,Bangladesh,21-30,42
Zahur Ahmed Chowdhury Stadium,2015-07-15,10:00,12:15,male,South Africa,Bangladesh,31-40,55
Zahur Ahmed Chowdhury Stadium,2015-07-15,10:00,10:00,male,Bangladesh,South Africa,1-10,63
Zahur Ahmed Chowdhury Stadium,2015-07-15,10:00,10:45,male,Bangladesh,South Africa,11-20,68
Zahur Ahmed Chowdhury Stadium,2015-07-15,10:00,11:30,male,Bangladesh,South Africa,21-30,39
Vidarbha C.A. Ground,2005-10-25,10:00,10:00,male,India,Sri Lanka,1-10,63
Vidarbha C.A. Ground,2005-10-25,10:00,10:45,male,India,Sri Lanka,11-20,72
Vidarbha C.A. Ground,2005-10-25,10:00,11:30,male,India,Sri Lanka,21-30,66
Vidarbha C.A. Ground,2005-10-25,10:00,12:15,male,India,Sri Lanka,31-40,49
Vidarbha C.A. Ground,2005-10-25,10:00,13:00,male,India,Sri Lanka,41-50,100
Vidarbha C.A. Ground,2005-10-25,10:00,10:00,male,Sri Lanka,India,1-10,74
Vidarbha C.A. Ground,2005-10-25,10:00,10:45,male,Sri Lanka,India,11-20,44
Vidarbha C.A. Ground,2005-10-25,10:00,11:30,male,Sri Lanka,India,21-30,41
Vidarbha C.A. Ground,2005-10-25,10:00,12:15,male,Sri Lanka,India,31-40,39
Edgbaston,2017-06-04,10:00,10:00,male,India,Pakistan,1-10,46
Edgbaston,2017-06-04,10:00,10:45,male,India,Pakistan,11-20,64
Edgbaston,2017-06-04,10:00,11:30,male,India,Pakistan,21-30,52
Edgbaston,2017-06-04,10:00,12:15,male,India,Pakistan,31-40,51
Edgbaston,2017-06-04,10:00,13:00,male,India,Pakistan,41-50,106
Edgbaston,2017-06-04,10:00,10:00,male,Pakistan,India,1-10,51
Edgbaston,2017-06-04,10:00,10:45,male,Pakistan,India,11-20,37
Edgbaston,2017-06-04,10:00,11:30,male,Pakistan,India,21-30,64
Edgbaston,2017-06-04,10:00,12:15,male,Pakistan,India,31-40,12
Rangiri Dambulla International Stadium,2018-08-01,10:00,10:00,male,Sri Lanka,South Africa,1-10,52
Rangiri Dambulla International Stadium,2018-08-01,10:00,10:45,male,Sri Lanka,South Africa,11-20,47
Rangiri Dambulla International Stadium,2018-08-01,10:00,11:30,male,Sri Lanka,South Africa,21-30,50
Rangiri Dambulla International Stadium,2018-08-01,10:00,12:15,male,Sri Lanka,South Africa,31-40,44
Rangiri Dambulla International Stadium,2018-08-01,10:00,13:00,male,Sri Lanka,South Africa,41-50,51
Rangiri Dambulla International Stadium,2018-08-01,10:00,10:00,male,South Africa,Sri Lanka,1-10,67
Rangiri Dambulla International Stadium,2018-08-01,10:00,10:45,male,South Africa,Sri Lanka,11-20,59
Rangiri Dambulla International Stadium,2018-08-01,10:00,11:30,male,South Africa,Sri Lanka,21-30,63
Rangiri Dambulla International Stadium,2018-08-01,10:00,12:15,male,South Africa,Sri Lanka,31-40,49
Rangiri Dambulla International Stadium,2018-08-01,10:00,13:00,male,South Africa,Sri Lanka,41-50,8
"Newlands, Cape Town",2003-02-22,10:00,10:00,male,England,Pakistan,1-10,45
"Newlands, Cape Town",2003-02-22,10:00,10:45,male,England,Pakistan,11-20,44
"Newlands, Cape Town",2003-02-22,10:00,11:30,male,England,Pakistan,21-30,54
"Newlands, Cape Town",2003-02-22,10:00,12:15,male,England,Pakistan,31-40,50
"Newlands, Cape Town",2003-02-22,10:00,13:00,male,England,Pakistan,41-50,53
"Newlands, Cape Town",2003-02-22,10:00,10:00,male,Pakistan,England,1-10,37
"Newlands, Cape Town",2003-02-22,10:00,10:45,male,Pakistan,England,11-20,30
"Newlands, Cape Town",2003-02-22,10:00,11:30,male,Pakistan,England,21-30,50
"Newlands, Cape Town",2003-02-22,10:00,12:15,male,Pakistan,England,31-40,17
Zahur Ahmed Chowdhury Stadium,2021-01-25,10:00,10:00,male,Bangladesh,West Indies,1-10,53
Zahur Ahmed Chowdhury Stadium,2021-01-25,10:00,10:45,male,Bangladesh,West Indies,11-20,38
Zahur Ahmed Chowdhury Stadium,2021-01-25,10:00,11:30,male,Bangladesh,West Indies,21-30,46
Zahur Ahmed Chowdhury Stadium,2021-01-25,10:00,12:15,male,Bangladesh,West Indies,31-40,60
Zahur Ahmed Chowdhury Stadium,2021-01-25,10:00,13:00,male,Bangladesh,West Indies,41-50,100
Zahur Ahmed Chowdhury Stadium,2021-01-25,10:00,10:00,male,West Indies,Bangladesh,1-10,44
Zahur Ahmed Chowdhury Stadium,2021-01-25,10:00,10:45,male,West Indies,Bangladesh,11-20,22
Zahur Ahmed Chowdhury Stadium,2021-01-25,10:00,11:30,male,West Indies,Bangladesh,21-30,50
Zahur Ahmed Chowdhury Stadium,2021-01-25,10:00,12:15,male,West Indies,Bangladesh,31-40,38
Zahur Ahmed Chowdhury Stadium,2021-01-25,10:00,13:00,male,West Indies,Bangladesh,41-50,23
"Arnos Vale Ground, Kingstown",2005-05-18,10:00,10:00,male,Pakistan,West Indies,1-10,43
"Arnos Vale Ground, Kingstown",2005-05-18,10:00,10:45,male,Pakistan,West Indies,11-20,41
"Arnos Vale Ground, Kingstown",2005-05-18,10:00,11:30,male,Pakistan,West Indies,21-30,50
"Arnos Vale Ground, Kingstown",2005-05-18,10:00,12:15,male,Pakistan,West Indies,31-40,42
"Arnos Vale Ground, Kingstown",2005-05-18,10:00,13:00,male,Pakistan,West Indies,41-50,16
"Arnos Vale Ground, Kingstown",2005-05-18,10:00,10:00,male,West Indies,Pakistan,1-10,28
"Arnos Vale Ground, Kingstown",2005-05-18,10:00,10:45,male,West Indies,Pakistan,11-20,25
"Arnos Vale Ground, Kingstown",2005-05-18,10:00,11:30,male,West Indies,Pakistan,21-30,29
"Arnos Vale Ground, Kingstown",2005-05-18,10:00,12:15,male,West Indies,Pakistan,31-40,33
"Arnos Vale Ground, Kingstown",2005-05-18,10:00,13:00,male,West Indies,Pakistan,41-50,18
